name,street_address,price,cuisine,rating,latitude,longitude
Crystal Jade My Bread,"Singapore Changi Airport Terminal 3, 65 Airport Boulevard #B2-22",Under $10,Singaporean,4,1.356181,103.986372
Crystal Jade My Bread,"Yew Tee Point, 21 Choa Chu Kang North 6 #B1-50",Under $10,,4.5,1.397199,103.74683
Crystal Jade My Bread,"Suntec City Mall, 3 Temasek Boulevard #B1-114",Under $10,,4,1.293422,103.856858
Crystal Jade My Bread,"Holland Village, 2 Lorong Mambong",Under $10,,4,1.33866,103.847311
Crystal Jade My Bread,"IMM, 2 Jurong East St 21 #01-83",Under $10,,4,1.347118,103.728632
Crystal Jade Prestige,"Marina Bay Link Mall, 8A Marina Boulevard, #02-01",$11 - $20,Cantonese/Hong Kong,,1.281203,103.853251
Crystal Jade Viet Cafe,"Bugis+, 201 Victoria St #04-05",$11 - $20,Vietnamese,,1.300152,103.856221
CSB Seafood Special,"21 Food Centre, 1 Jalan Kukoh #01-15",Under $10,,,1.357936,103.885407
Cupcake Engineer,"Cluny Court, 501 Bukit Timah Rd #01-03A",Under $10,,,1.322627,103.814286
Curbside Cafe &amp; Wine Bar,"Nucleos, 21 Biopolis Drive #01-21",$11 - $20,American,,1.301786,103.792123
CUT,"2 Bayfront Avenue, Marina Bay Sands #B1-71 (The Shoppes)",$151 - $300,European,3.5,1.285582,103.860111
Da Dong Prawn Noodle,"Mellvin Coffee Shop, 354 Joo Chiat Road",Under $10,,,1.308488,103.902958
Da Jie Famous Wanton Noodle,209 Jalan Besar,Under $10,,4,1.308953,103.857414
Da Jie Niang Dou Fu,354 Clementi Ave 2 #01-253,Under $10,,,1.313961,103.771113
Da Luca Italian Restaurant,"Goldhill Plaza, 1 Goldhill Plaza #01-1921",$21 - $30,Italian,4,1.318146,103.842805
Da Paolo Dempsey,"8 Dempsey Road, #01-13",$31 - $50,Italian,,1.304128,103.809547
Dae Gweol,65 Tras Street,$21 - $30,Korean,,1.277705,103.84447
Dae Ssik Sin,"Orchard Gateway, 277 Orchard Road #03-17",$11 - $20,Korean,,1.301085,103.838988
Daehwa,"1 Fusionopolis Place, Galaxis Building, #01-35",$11 - $20,Korean,,1.299157,103.788001
Daidomon Restaurant,"Keypoint, 371 Beach Road #01-18/19",$11 - $20,Japanese,,1.302312,103.862348
Daikokuya Ramen Dining,"Paragon, 290 Orchard Road #B1-47",$21 - $30,Japanese,3.5,1.303628,103.835548
Daily Fresh,"Chomp Chomp Food Centre, 20 Kensington Park Road #01-03",Under $10,,3.5,1.364233,103.866536
Dallas Restaurant &amp; Bar,31 Boat Quay,$21 - $30,Multi-Cuisine,4,1.286085,103.849805
Dallas Restaurant &amp; Bar,"Suntec City Mall (North Wing), 3 Temasek Boulevard #03-302/303",$21 - $30,American,,1.293422,103.856858
Dancing Crab,"The Grandstand, 200 Turf Club Road #01-20/21",$31 - $50,American,,1.338869,103.792986
Dann&#39;s Daily Pescetarian Cafe,"Eastwood Centre, 20 Eastwood Road #01-06",$21 - $30,,3.5,1.321532,103.955542
DANRO,"Nex, 23 Serangoon Central #02-04/05/06",$11 - $20,Japanese,3.5,1.351221,103.872292
Dapper Coffee,73 Amoy St #2,Under $10,,,1.280306,103.846608
Dashen Minced Meat Noodles - Kopitiam,"Plaza Singapura, 68 Orchard Road #06-15/17",Under $10,"Singaporean, Chinese",,1.300005,103.844626
Dashi Master Marusaya,"Robertson Blue, 86 Robertson Quay #01-01",$21 - $30,Japanese,,1.290298,103.837171
Dawn&#39;s,"GHK Coffeeshop, Blk 407 Ang Mo Kio Ave 10 #01-733",Under $10,,,1.362243,103.855524
Dazzling Cafe,"Capitol Piazza, 15 Stamford Road #01-85",$11 - $20,Taiwanese,3.5,1.293012,103.851211
db Bistro &amp; Oyster Bar,"Marina Bay Sands, 2 Bayfront Avenue #B1-48 (The Shoppes, Galleria Level)",$81 - $150,"American, French",4,1.283697,103.860723
D&#39;Bell,43 North Canal Road,$21 - $30,Indian,,1.287215,103.846853
DC Super Heroes Cafe,"The Shoppes at Marina Bay Sands, 2 Bayfront Avenue L1-03",$21 - $30,American,,1.284884,103.859415
De Burg Caf&#233;,119 Bukit Merah Lane 1 #01-40,$11 - $20,American,3.5,1.286116,103.804833
De Classic Golden Spoon,Blk 62 Seng Poh Lane,$11 - $20,,4,1.28382,103.833406
De Ji Shu Shi,"Kebun Baru Food Centre, Blk 226H Ang Mo Kio Street 22 #01-23",Under $10,"Singaporean, Chinese",3,1.367195,103.840009
Dean &amp; Deluca,"Orchard Central, 181 Orchard Road #04-23/24",$21 - $30,American,3.5,1.300813,103.839903
Decker Barbecue,"The Quayside, 60 Robertson Quay #01-17",$11 - $20,American,,1.290185,103.839111
Defu BBQ,"East Coast Lagoon Food Village, 1220 East Coast Parkway #01-19",Under $10,"Malay, Singaporean Chinese",3.5,1.306871,103.934992
Delicacy by Food &amp; Wine Merchants,10 Gemmill Lane,$21 - $30,"Spanish, European",,1.282425,103.846955
Delicious Boneless Chicken Rice - Katong Gourmet Centre,"Katong Shopping Centre, 865 Mountbatten Road #B1-85/87",Under $10,,4,1.30382,103.901013
Delicious Stew Soup - CHOICE@338,Blk 338 Ang Mo Kio Ave 1,Under $10,"Singaporean, Chinese",,1.363897,103.848728
Delifrance,"Lot One Shoppers&#39; Mall, 21 Choa Chu Kang Ave 4 #03-14A",Under $10,French,3.5,1.385003,103.744925
Delifrance,"Parkway East Hospital, 321 Joo Chiat Place",Under $10,French,,1.31512,103.909016
Delifrance,"UE Square, 81 Clemenceau Ave #01-25",Under $10,French,4,1.292042,103.842617
Delifrance,"Mount Elizabeth Hospital, 3 Mount Elizabeth Level 2 (Blk B)",Under $10,French,,1.305013,103.835361
Delifrance,"Great World City, 1 Kim Seng Promenade #B1-16/17",Under $10,French,,1.293902,103.831787
Delifrance,"Seletar Mall, 33 Sengkang West Avenue #02-K6",Under $10,French,,1.391425,103.87623
Delifrance,"Siglap Centre, 55 Siglap Road, #B1-13",Under $10,French,,1.312522,103.923278
Delifrance,"Tampines Mall, 4 Tampines Central 5 #01-38",Under $10,French,4,1.352645,103.94473
Delifrance,"Thomson Medical Centre, 339 Thomson Road #01-05",Under $10,French,3.5,1.325377,103.841491
Delisnacks,261 Serangoon Central Drive,Under $10,Singaporean Chinese,,1.354187,103.872334
DEN,29 Boon Tat St,$21 - $30,European,,1.281185,103.848607
Department of Caffeine,"Duxton, 15 Duxton Road",$11 - $20,,3.5,1.279768,103.843412
De&#39;Pop Culture,749 North Bridge Road #01-01 (Off Jalan Kledek),Under $10,"American, Italian, Singaporean",,1.303321,103.859161
Dessert Bowl,80A Serangoon Garden Way,Under $10,,4,1.364307,103.865086
Dessert.Cup,"Raffles City Shopping Centre, 252 North Bridge Road #B1-73",Under $10,,3.5,1.293883,103.853502
Dessert First,8 Liang Seah St #01-04,Under $10,,4,1.297946,103.856666
Dessert - Food Village,"Ngee Ann City, 391 Orchard Road #B2 (Takashimaya Food Hall)",Under $10,,,1.302664,103.834623
Dessert Hut,"Tanjong Pagar Plaza, 1 Tanjong Pagar Plaza",Under $10,Fusion,3,1.275574,103.842828
Dessert Project,22 Havelock Road #01-673,Under $10,,3.5,1.288731,103.828831
Dessert,"Tampines Mall, 4 Tampines Central 5 #04-27/28/29",Under $10,,,1.352645,103.94473
Dessert Times,Blk 5 Changi Village Road #01-2013,Under $10,Multi-Cuisine,,1.388832,103.986826
Desserts - Banquet,"The Verge, 2 Serangoon Road #04-01-08",Under $10,,,1.304903,103.851694
Desserts Kopitiam,"Suntec City Mall, 3 Temasek Boulevard #03-367/368/369/370",Under $10,,,1.293422,103.856858
Desserts - Kopitiam,"Singapore General Hospital, 1 Hospital Drive",Under $10,,3.5,1.281923,103.836859
Desserts - Kopitiam,"The Centrepoint, 176 Orchard Road #B2-101",Under $10,,,1.301371,103.839735
Desserts - Kopitiam,"Northpoint, 930 Yishun Ave 2 #B2-10",Under $10,,,1.42846,103.836099
Desserts - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway #1",Under $10,Malaysian,4,1.25218,103.824175
DessertStory,"Nex, 23 Serangoon Central #03-17",Under $10,,3.5,1.351221,103.872292
DessertStory,"Tiong Bahru Plaza, 302 Tiong Bahru Road #B1-05A",Under $10,,3.5,1.28643,103.827693
DessertStory,"Northpoint, 930 Yishun Ave 2 #B1-21/22",Under $10,,3.5,1.42846,103.836099
d&#39;Good Cafe,"Holland Village, 273 Holland Ave #02-01/02",$11 - $20,,3.5,1.311803,103.796177
Dian Xiao Er,"Nex, 23 Serangoon Central #02-09/10",$21 - $30,Singaporean Chinese,4,1.351221,103.872292
Dian Xiao Er,"Tampines 1, 10 Tampines Central 1 #04-07/08",$11 - $20,Beijing,3.5,1.367228,103.928218
Dian Xiao Er,"Causeway Point, 1 Woodlands Square #03-02",$11 - $20,Chinese,4,1.436185,103.785816
Diandin Leluk Thai Restaurant,"Golden Mile Complex, 5001 Beach Road #01-67/68/69",$11 - $20,Thai,3.5,1.302751,103.865174
Dibs,"Duxton, 51 Duxton Road",$21 - $30,European,,1.278258,103.843363
Dim Sum - Koufu,"HDB Hub, Blk 500 Lorong 6 Toa Payoh #02-30",Under $10,Cantonese/Hong Kong,3.5,1.331922,103.848506
Din Hao Wei,"Blk 456 Jurong West St 41, #01-726",$21 - $30,"Cantonese/Hong Kong, Chinese",,1.350693,103.719921
Din Tai Fung,"Junction 8 Shopping Centre, 9 Bishan Place #01-41",$11 - $20,,4,1.350045,103.848304
Din Tai Fung,"Jem, 50 Jurong Gateway Road #02-07",$11 - $20,,4,1.333169,103.743536
Din Tai Fung,"Resorts World Sentosa, 8 Sentosa Gateway (The Forum)",$11 - $20,Taiwanese,4,1.255696,103.820216
Din Tai Fung,"Nex, 23 Serangoon Central #B1-10",$11 - $20,,3.5,1.351221,103.872292
Din Tai Fung,"313@Somerset, 313 Orchard Road #B2-01/03",$11 - $20,"Taiwanese, Chinese",4,1.301114,103.838872
Dinata,"Lot One Shoppers&#39; Mall, 21 Choa Chu Kang Ave 4  #B1-K9",Under $10,Portuguese,,1.385003,103.744925
Dinata,"313@Somerset, 313 Orchard Road #B3-42",Under $10,Portuguese,,1.301114,103.838872
Ding Ji - Bee Hwa Yun,Blk 177 Toa Payoh Central,Under $10,"Teochew, Chinese",,1.333809,103.848612
Ding Ji,"Blk 325, Clementi Avenue 5, #01-155",Under $10,Teochew,,1.367215,103.899049
Dippin&#39; Donut,"Vivo City, 1 Harbourfront Walk, #02-125",Under $10,American,4,1.264049,103.820981
District 10 Bar &amp; Restaurant,"Suntec City Mall, 3 Temasek Boulevard #01-514/515 (North Wing)",$21 - $30,European,4,1.293422,103.856858
District 10 Bar Tapas Restaurant,"The Star Vista, 1 Vista Exchange Green #01-42/K3",$21 - $30,European,3.5,1.306871,103.78857
District 10,"10 Winstedt Road, #01-17",$21 - $30,"French, Italian",4,1.310158,103.841937
Divine Chicken Pot,"Kopitime@PLQ Mall, 10 Paya Lebar Road, #04-11",Under $10,Sichuan,,1.317636,103.893064
Do.Main Bakery,226 Tanjong Katong Road,$11 - $20,,3.5,1.307015,103.895336
Doi Chaang Coffee,"Rochester Mall, 35 Rochester Drive #01-08",Under $10,Thai,,1.305607,103.788051
Doi Chaang Coffee,321 Clementi Avenue 3 #01-02,Under $10,Thai,,1.311986,103.765021
Dolce Tokyo,"Bugis Junction, 200 Victoria St #03-10H",$11 - $20,"Italian, Japanese, Fusion",,1.298508,103.855434
Dolce Tokyo,"313@Somerset, 313 Orchard Road #03-41",$11 - $20,"Italian, Japanese, Fusion",3.5,1.301114,103.838872
Dolce Vita,"Mandarin Oriental Singapore, 5 Raffles Avenue Level 5",$51 - $80,Italian,4.5,1.290661,103.858324
D&#244;me,"Bishan Community Club, Blk 51 Bishan St 13 #01-02",$21 - $30,American,3.5,1.354034,103.85233
D&#244;me,"Plaza Singapura, 68 Orchard Road #03-92",$21 - $30,American,3,1.300005,103.844626
D&#244;me,"Shaw House, 350 Orchard Road Level 4 (Isetan Scotts)",$21 - $30,,4,1.305589,103.83168
Domino&#39;s Pizza,Blk 111 Jalan Bukit Merah #01-1678,$11 - $20,Italian,4,1.28032,103.826182
Domino&#39;s Pizza,943/945 Upper Serangoon Road,$11 - $20,Italian,3,1.361457,103.88618
Domino&#39;s Pizza,Blk 166 Woodlands St 13 #02-525,$11 - $20,Italian,,1.434235,103.77553
Don Your Personal Pie Club,"Nex, 23 Serangoon Central #03-K18",Under $10,Singaporean,3.5,1.351221,103.872292
Dong Dae Mun,"Plaza Singapura, 68 Orchard Road #B2-42",Under $10,Korean,4,1.300005,103.844626
Dong Dong Hainanese Chicken Rice,"People&#39;s Park Complex Food Centre, 32 New Market Road #01-1110",Under $10,"Singaporean, Chinese",,1.292856,103.859838
Dong Ji Fried Kway Teow,"51 Old Airport Road Food Centre &amp; Shopping Mall, 51 Old Airport Road #01-138",Under $10,"Singaporean, Chinese",3.5,1.280455,103.844656
Donna Carmela,"Hillcrest Park, 2 Greenwood Ave",$21 - $30,Latin American/South American,3.5,1.331304,103.807373
Don&#39;s Pie &amp; Cake,"North Toa Payoh Food Centre II, 1008A Toa Payoh",$31 - $50,Chinese,,1.343274,103.846583
Doodle!,"Oasia Hotel, 8 Sinaran Drive",$11 - $20,Italian,,1.32003,103.844782
Doodle! &amp; Switch!,"Millenia Walk, 9 Raffles Boulevard #01-88/89",$11 - $20,Fusion,,1.292083,103.859414
Doong Ji Korean Restaurant,222 East Coast Road,$21 - $30,Korean,4,1.307405,103.907474
Dose,139 Tyrwhitt Road #01-03,$11 - $20,,,1.311577,103.859941
Doubleshots Cafe,"SouthBank, 883 North Bridge Road #01-10",Under $10,American,,1.303342,103.859187
Dove Desserts,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-21",Under $10,,3.5,1.335532,103.85695
dr.CAFE COFFEE,"I12 Katong, 112 East Coast Road #01-02",Under $10,,,1.305462,103.904652
Dragon Bowl,"Aperia Mall, 12 Kallang Avenue #02-09",$21 - $30,Cantonese/Hong Kong,4,1.310411,103.864535
Dragon Phoenix Classic,"Novotel Singapore Clarke Quay, 177A River Valley Road Level 6",$31 - $50,Cantonese/Hong Kong,4,1.291667,103.844507
Drinks and Desserts Stall - Rasapura Masters,"Marina Bay Sands, 2 Bayfront Avenue #B2-50 (The Shoppes)",Under $10,,4,1.283697,103.860723
Drinks - Koufu,"Anchorpoint, 370 Alexandra Road #B1-20/21",Under $10,,4.5,1.28871,103.805077
Drinks - Koufu,"SMU Li Ka Shing Library, Blk 70 Stamford Road B1-26/28",Under $10,,,1.296332,103.850055
Drinks - Kuan Food Court,"120/122 Neil Road, Kuan Food Court",Under $10,,,1.27899,103.841647
Drinks Stall,"SK Coffee Shop, 56 New Upper Changi Road #01-1366",Under $10,,,1.32479,103.940878
Drinks Stall - Hup Choon Eating House,1 Binjai Park,Under $10,Singaporean,,1.335977,103.786535
Drury Lane,"JTC Summit, 8 Jurong Town Hall Road Level 2",$11 - $20,,,1.331214,103.741721
Drury Lane,94 Tanjong Pagar Road,$11 - $20,,3.5,1.278272,103.843622
D&#39;Star Bistro,"SUTD Building 1, 8 Somapah Road #01-102",$21 - $30,"Italian, Western Variety",,1.34084,103.9639
DSTLLRY,"Infinite Studios, 21 Media Circle #01-01",$11 - $20,Japanese,,1.292409,103.79462
Duck Rice. Fishball Noodle - HG631 Food House,"HG631 Food House, 631 Hougang Avenue 8 #01-08",Under $10,"Singaporean, Chinese",,1.37056,103.88141
Duckland,"PLQ Mall, 10 Paya Lebar Road, #B2-33",$21 - $30,Fusion,,1.317369,103.893266
Duke Bakery,"United Square, 101 Thomson Road #01-02/03",Under $10,,3.5,1.316866,103.84377
Duke Bakery,"Paya Lebar Square, 60 Paya Lebar Road #B1-28",Under $10,,,1.318786,103.892577
Dulu Kala The Peranakan Home,"Beauty World Centre, 144 Upper Bukit Timah Road #04-04",$11 - $20,Peranakan / Nonya,4,1.342492,103.776647
Dulukala at Island,"Tangs Plaza, 310 Orchard Road",$31 - $50,Peranakan / Nonya,,1.304755,103.833069
Dunkin&#39; Donuts,"Bugis Junction,  200 Victoria St #B1-K26",Under $10,American,,1.298508,103.855434
Dunkin&#39; Donuts,"ION Orchard, 2 Orchard Turn #B4-60",Under $10,American,4,1.304082,103.832016
DurianBB,"462 Crawford Lane, #01-65",Under $10,Singaporean,,1.304517,103.860917
Dutch Colony Coffee Co.,113 Frankel Avenue,Under $10,European,,1.314253,103.919528
"Dynasty F&amp;B (Seafood Restaurant, Curry Mixed Rice)",520 MacPherson Road,$11 - $20,Chinese,,1.332281,103.884158
E-Sarn,"Ridgewood Condominium, 5 Ridgewood Close Unit G2",Under $10,Thai,,1.315956,103.777668
E-Sarn,9 Thomson Ridge,Under $10,Thai,3,1.352895,103.833787
Each-A-Cup,"Concorde Hotel &amp; Shopping Mall, 100 Orchard Road (Juz Food Court)",Under $10,Taiwanese,,1.300648,103.842193
Each-A-Cup,"One Raffles Place, 1 Raffles Place #B1-03A",Under $10,Taiwanese,,1.28453,103.850971
Each-A-Cup,"Wilkie Edge, 8 Wilkie Road #01-06",Under $10,Taiwanese,,1.301832,103.849915
Each-A-Cup,"The Centrepoint, 176 Orchard Road #B1-14 (Cold Storage)",Under $10,Taiwanese,,1.301371,103.839735
Each-A-Cup - South Canteen,"Nanyang Polytechnic, 180 Ang Mo Kio Avenue 8 (Blk P)",Under $10,Taiwanese,3.5,1.380099,103.849099
Each-A-Cup,"Northpoint, 930 Yishun Ave 2 #B1-11/16",Under $10,Taiwanese,3.5,1.42846,103.836099
EagleWings Loft,"9 King Albert Park, #01-14/34, King Albert Park Residences Shopping Mall",$11 - $20,Multi-Cuisine,,1.336918,103.779127
Earle Swensen&#39;s,"VivoCity, 1 Harbourfront Walk #02-117",$11 - $20,American,3.5,1.263928,103.822229
East Coast Ngoh Hiang,245 Beach Road,Under $10,"Singaporean, Chinese",,1.300277,103.859569
East Manhattan,19 Lorong Kilat #01-03,$11 - $20,American,,1.340843,103.773638
Eastern Rice Dumpling,"Sembawang Shopping Centre, 604 Sembawang Road #B1-K4",Under $10,,,1.441732,103.824813
Eat At Taipei,"Chinatown Point, 133 New Bridge Road #01-43/44",$11 - $20,Taiwanese,3,1.285849,103.84517
Eat At Taipei,"JCube, 2 Jurong East Central 1 #03-03",$11 - $20,Taiwanese,3.5,1.333129,103.740221
Eat at Taipei,"Tampines Mall, 4 Tampines Central 5 #B1-02",$21 - $30,Taiwanese,,1.352645,103.94473
Eat at Taipei,"Tampines Mall, 4 Tampines Central 5 #B1-02",$21 - $30,Taiwanese,,1.352645,103.94473
EAT.,337 Bedok Road,Under $10,Singaporean,3,1.331141,103.947368
EAT.,"Jurong Point, 63 Jurong West Central 3 #01-76/77/78 (JP2)",Under $10,,3.5,1.338894,103.705622
EAT.,"The Rail Mall, 436 Upper Bukit Timah Road",Under $10,,3.5,1.359803,103.767623
EAT.,"Far East Plaza, 14 Scotts Road #01-23",Under $10,,3.5,1.307079,103.833146
EAT.,"Nex, 23 Serangoon Central #B1-59/60",Under $10,,4,1.351221,103.872292
EAT.,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-47",Under $10,Singaporean,,1.28643,103.827693
Eatzi Gourmet Bistro,"ITE College Central, 2 Ang Mo Kio Drive #01-01/02/03/04",$11 - $20,Fusion,3,1.377587,103.856322
Ebizo,"Gallery Hotel, 1 Nanson Road #02-01",$21 - $30,Japanese,,1.2898,103.8384
Economic Bee Hoon. Mixed Veg Rice. Porridge - 476 Food Loft,Blk 476 Tampines St 44 #01-205,Under $10,,4,1.388985,103.772848
Economic Rice - South Canteen,"Nanyang Polytechnic, 180 Ang Mo Kio Avenue 8 (Blk P)",Under $10,"Singaporean, Chinese",3.5,1.380099,103.849099
Economic Veg Rice . Porridge . Bee Hoon . Noodles - Kopitiam,"Rochor Centre, 1 Rochor Road",Under $10,Singaporean Chinese,3.5,1.303238,103.85539
Economical Rice - FoodPavilion,Blk 443 Clementi Avenue 3 #01-55,Under $10,"Singaporean, Chinese",,1.365705,103.856107
Economical Rice - Makan Place,"Ngee Ann Polytechnic, 535 Clementi Road Blk 51",Under $10,Singaporean Chinese,,1.335223,103.775284
Economy Bee Hoon,498 Jurong West Street 52,Under $10,"Singaporean, Chinese",,1.348742,103.724407
Ee Yuan,33 Dover Road #01-124,Under $10,,,1.29955,103.783603
Eeh! Eeh! Nak Lagi!!!,"Geylang Serai Market &amp; Food Centre, 1 Geylang Serai #02-120",Under $10,,,1.31681,103.898182
Eggs &amp; Berries,"Changi City Point, 5 Changi Business Park Central 1 #01-37/38",$11 - $20,American,3.5,1.334449,103.962887
Eggs &amp; Berries,"Westgate, 3 Gateway Drive #02-06",$11 - $20,American,3.5,1.334461,103.742801
Eggs &amp; Berries,"Tanglin Mall, 163 Tanglin Road #03-18",$11 - $20,American,,1.304787,103.82383
Eggs &#39;n Things,"Plaza Singapura,  68 Orchard Road, #03-79/83",$21 - $30,American,,1.300005,103.844626
Eight Treasures Vegetarian,282A South Bridge Road,$11 - $20,,4,1.281587,103.844646
Eighteen Chefs,"AMK Hub, 53 Ang Mo Kio Ave 3 #04-02",$11 - $20,Singaporean Western,3.5,1.36926,103.849189
Eighteen Chefs,"Bukit Panjang Plaza, 1 Jelebu Road #02-19",$11 - $20,Singaporean Western,,1.37956,103.764306
Eighteen Chefs,"Cathay Cineleisure Orchard, 8 Grange Road #04-02",$11 - $20,Singaporean Western,3.5,1.301454,103.836467
Eighteen Chefs,"Tiong Bahru Plaza, 302 Tiong Bahru Road #02-K1/K6",$11 - $20,Singaporean Western,3.5,1.28643,103.827693
El Patio Restaurant &amp; Wine Bar,"Holland Village, 34 Lorong Mambong",$21 - $30,"Latin American/South American, Mexican",4,1.311803,103.796177
El Rocho&#39;s,36 Circular Road,$11 - $20,"Latin American/South American, Mexican",,1.286604,103.849201
Ellenborough Market Cafe,"Swissotel Merchant Court Singapore, 20 Merchant Road",$31 - $50,"Peranakan / Nonya, Multi-Cuisine",3.5,1.288859,103.845423
Eminent Frog Porridge,323 Geylang Road,Under $10,Cantonese/Hong Kong,4,1.312813,103.879239
Empire State,"Causeway Point, 1 Woodlands Square #02-10/K10",$11 - $20,American,3.5,1.436185,103.785816
Empire State,"Greenwich V, 1 Seletar Road #02-04",$11 - $20,American,2.5,1.38754,103.86912
Encik Tan,"Waterway Point, 83 Punggol Central #B2-03",Under $10,Singaporean,,1.406656,103.902102
Eng Kee Chicken Wings,Blk 117 Commonwealth Drive #01-711,Under $10,,,1.306593,103.80027
Eng Kee - Sin Kee Heong,Blk 117 Commonwealth Crescent #01-711,Under $10,,,1.306574,103.800306
Eng Seng Restaurant,247/249 Joo Chiat Place,$21 - $30,Chinese,3,1.314348,103.905952
Eng&#39;s Noodles House,287 Tanjong Katong Road,Under $10,Cantonese/Hong Kong,4,1.306768,103.895887
Enoteca L&#39;Operetta,78/79 Boat Quay,$31 - $50,Italian,5,1.288341,103.849164
Entre Nous Creperie,27 Seah Street #01-01,$11 - $20,French,3.5,1.296292,103.854676
Erwin&#39;s Gastrobar,"Valley Point, 491 River Valley Road #01-21/22/23",$21 - $30,,,1.29304,103.8269
Escape Restaurant &amp; Lounge,"One Farrer Hotel, 1 Farrer Park Station Road",$31 - $50,"Singaporean, Multi-Cuisine",3.5,1.312951,103.853971
Eski Bar,"Circular Road, 46 Circular Road",$11 - $20,Russian,4,1.286117,103.84949
Eskimo,"Dhoby Xchange, 11 Orchard Road #B1-41",Under $10,Taiwanese,3.5,1.298593,103.845909
Everest Kitchen,518 MacPherson Road,$11 - $20,Indian,4.5,1.332319,103.884288
Everything with Fries,"Bugis Junction, 200 Victoria St #04-05",Under $10,,3.5,1.298508,103.855434
Everything with Fries,"Holland Village, 40 Lorong Mambong",Under $10,,3.5,1.311803,103.796177
Everything with Fries,"Orchard Central, 181 Orchard Road #01-24/25",$11 - $20,,3.5,1.300813,103.839903
Faber Bistro,"Faber Peak, 109 Mount Faber Road",$21 - $30,Multi-Cuisine,,1.271296,103.819352
Face to Face Noodle House,"City Square Mall, 180 Kitchener Road #02-23/24",Under $10,Malaysian,4.5,1.311361,103.856561
Famous BBQ Seafood,"Gardens By The Bay, 18 Marina Gardens Drive (Satay by the Bay)",Under $10,,,1.284366,103.865426
Famous Sungei Road Trishaw Laksa,"Hong Lim Market &amp; Food Centre, 531A Upper Cross Street, #02-66",Under $10,"Malay, Singaporean Chinese",4,1.285221,103.845905
Fantastic Handmade Noodles - Kopitiam,"Plaza Singapura, 68 Orchard Road #06-15/17",Under $10,"Singaporean, Chinese",3.5,1.300005,103.844626
fArt tArtz Cafe,1 Expo Drive #02-04,$11 - $20,,3.5,1.334308,103.959258
Fat Cow,"Camden Medical Center, 1 Orchard Boulevard #01-01/02",$81 - $150,Japanese,4,1.303119,103.82386
Fat Fish Steamboat,"Downtown East, 1 Pasir Ris Close #01-103/104 (E!hub)",$11 - $20,Thai,,1.377757,103.955297
Fatboy’s,187 Upper Thomson Road,$11 - $20,Multi-Cuisine,3.5,1.351526,103.835318
Fatboy&#39;s,465 Joo Chiat Road,$11 - $20,Multi-Cuisine,4,1.306681,103.904694
Fatboy&#39;s,122 Pasir Panjang Road,$11 - $20,Multi-Cuisine,3.5,1.276101,103.793238
Fatboy&#39;s,11 Kensington Park Road,$11 - $20,Multi-Cuisine,,1.365108,103.86609
Fatty Bom Bom,"494 Tampines Street 45, #01-66",Under $10,Western Variety,,1.363095,103.955844
Fatty Boss Restaurant &amp; Bar,68 Pagoda Street,$11 - $20,Singaporean Chinese,,1.283818,103.843959
Fatty Hoe Food Catering Services,"3G Coffee @ Shun Li, 61 Kaki Bukit Ave 1",$11 - $20,,,1.337066,103.910656
Fatty Weng Restaurant,37 Smith Street,$11 - $20,Cantonese/Hong Kong,,1.282236,103.843966
Feast @ East Buffet Restaurant,"Grand Mercure Singapore Roxy, 50 East Coast Road Level 3",$31 - $50,"Singaporean, Peranakan / Nonya",4,1.304897,103.903768
Fei Fei Wanton Noodle,18 Clementi Road,Under $10,Cantonese/Hong Kong,,1.292829,103.768722
Fei Zai Fried Kway Teow,"Blk 640, Bukit Batok Central, #01-40",Under $10,,,1.376072,103.939858
Feng Bo Zhuang,"Temple St, 57 Temple St",$11 - $20,Fusion,3,1.283143,103.843411
Feng Ji Shu Shi Char Kway Teow,"Beauty World Centre, 144 Upper Bukit Timah Road #04-45",Under $10,"Singaporean, Chinese",,1.342492,103.776647
Feng Ji Xiao Chi,"115 Bukit Merah View Market &amp; Food Centre, Blk 115 Bukit Merah View #01-08",Under $10,,,1.285187,103.822077
Fiesta,"Resorts World Sentosa, 8 Sentosa Gateway (Festive Hotel)",$21 - $30,Latin American/South American,4,1.255696,103.820216
Fika Swedish Caf&#233; &amp; Bistro,"Millenia Walk, 9 Raffles Boulevard #01-20",$21 - $30,Western Variety,3.5,1.292083,103.859414
Fika Swedish Caf&#233; &amp; Bistro,"OneKM Mall, 11 Tanjong Katong Road #02-K3",$21 - $30,Western Variety,,1.314965,103.894924
Fine Palate Caf&#233;,51 Waterloo St #01-04/05,$51 - $80,,3.5,1.298087,103.851399
First Culinary Restaurant,"ITE Ang Mo Kio, Blk A, 2 Ang Mo Kio Drive #01-09",$21 - $30,Cantonese/Hong Kong,3,1.377587,103.856322
First Love Patisserie,"ION Orchard, 2 Orchard Turn #B4-63",Under $10,Japanese,4,1.304082,103.832016
Fish &amp; Co.,"AMK Hub, 53 Ang Mo Kio Ave 3 #02-03",$11 - $20,,4,1.36926,103.849189
Fish &amp; Co.,"Bugis Junction, 200 Victoria St #01-90/91",$11 - $20,,3.5,1.298508,103.855434
